Absolute magnitude,Albedo,Number of observations,Observation arc length,Orbital eccentricity,Orbital inclination,Orbital period,Asteroid diameter,Asteroid class
13.9,0.062,1012,7199.0,0.0731253169713948,9.274428432840024,5.83931199536587,8.859,OMB
16.6,0.053,137,6266.0,0.1217070933448542,20.35347781128494,4.16643380460038,3.309,MBA
14.9,0.066,254,5981.0,0.2973432588115846,8.910830792622942,7.97788949178107,6.221,OMB
11.4,0.113,953,10763.0,0.0576863314138626,8.479969920692202,12.1699518754846,21.723,TJN
10.0,0.071,1785,11195.0,0.140101490363587,19.06217138940158,12.087397229767,52.058,TJN
16.3,0.124,269,5731.0,0.2397027768598652,6.633320875333858,4.33109120834036,2.385,MBA
13.7,0.053,79,6810.0,0.150774471127569,12.82477075228823,11.8038802639271,9.124,TJN
14.6,0.143,646,9328.0,0.1291038314616815,4.773256166366668,5.79098282659357,4.641,OMB
16.4,0.062,216,6445.0,0.0660541630150414,1.437206254467225,4.62470073991507,2.935,MBA
14.1,0.079,882,16839.0,0.092439106868378,6.521932659571335,5.82658109671512,7.856,OMB
16.7,0.055,144,7529.0,0.0627427274010002,13.66110311179795,4.50928211642951,2.836,MBA
14.5,0.126,833,7658.0,0.0495658878867172,10.87930028081925,5.31244025965381,5.402,MBA
16.3,0.295,478,7342.0,0.2755373298837261,7.368810622493347,4.02811520364936,1.408,MBA
12.6,0.111,243,7143.0,0.1307011227767119,13.55995266899004,12.1421491557585,13.847,TJN
13.1,0.036,180,6767.0,0.0804756684905904,32.14160879765829,11.9376299877186,16.116,TJN
15.1,0.073,309,7528.0,0.121424973085501,5.742187135675331,5.74895188607601,5.93,OMB
13.9,0.228,1923,11286.0,0.1316534516399707,3.061561338225785,3.92179166802082,4.024,MBA
15.1,0.101,365,5351.0,0.1468686641405511,5.236562255383761,5.76842775886869,4.58,OMB
14.1,0.265,809,23932.0,0.1838982014391339,9.652083605612656,5.73809923698279,4.283,OMB
12.4,0.057,548,6864.0,0.0817488829470625,25.25153564632346,12.001820711492,20.198,TJN
15.0,0.252,395,7546.0,0.1311978492044935,12.63923244257643,4.50640818257322,2.901,MBA
14.7,0.054,397,7066.0,0.1254116440316162,22.04845108475803,5.77428831296918,7.185,OMB
13.3,0.067,85,5608.0,0.040221372796924,24.53992503190054,11.6888613496947,11.725,TJN
14.5,0.092,1015,10448.0,0.0677881739793898,3.667573250426143,4.48782362312846,4.801,MBA
10.1,0.082,2072,23183.0,0.0437662229029768,2.09936734583548,11.735407959815,46.462,TJN
16.4,0.032,20,93.0,0.0561389811883733,9.67358945318162,6.25588919277974,3.88,OMB
13.3,0.282,2011,18442.0,0.1781944796555998,10.4064349460729,3.78256556741683,5.969,MBA
13.1,0.062,1516,8954.0,0.2356988868388908,10.12404769368426,5.67778260830641,14.083,MBA
17.3,0.032,170,6237.0,0.1953549352784534,23.06605973725742,3.41780294131965,2.715,MBA
16.7,0.055,74,5120.0,0.2192209717155379,14.28322299335036,4.70878756367201,2.847,MBA
15.7,0.252,681,7525.0,0.1879602119082109,3.53398780941628,3.68267213935557,2.007,MBA
11.3,0.084,730,11230.0,0.0867907497088112,22.5514322021763,11.8640574584322,27.621,TJN
11.5,0.11,636,24371.0,0.0600470150811049,20.40332744223611,12.2659891328473,22.045,TJN
14.5,0.083,553,7319.0,0.0470084402427339,5.647304736246783,6.46224107369853,6.36,OMB
12.6,0.069,1285,10038.0,0.2917125062594085,1.745080532501638,7.89546343142892,15.313,OMB
14.0,0.046,487,8854.0,0.2782028928278755,5.089061557689917,7.85925870756854,8.916,OMB
13.9,0.037,92,8016.0,0.0427169867703627,15.87946177954833,11.8420352938636,11.01,TJN
14.3,0.054,532,8391.0,0.2620028550599016,18.34291557395679,5.8065729526597,7.882,OMB
16.3,0.043,56,4937.0,0.1592622206160096,19.96282860826418,5.73122291949674,3.543,OMB
10.3,0.043,2610,36413.0,0.1499105735552503,10.27892939801393,5.74042277546119,57.57,OMB
13.1,0.103,178,6009.0,0.0599142479043827,11.03405985309882,11.9740337441734,10.874,TJN
15.0,0.064,306,8345.0,0.0904762239245856,16.55805102933854,5.88646859651956,5.758,OMB
15.8,0.218,605,7223.0,0.053895831546796,9.657617532097538,3.48852050353698,1.714,MBA
16.7,0.054,205,6316.0,0.2144421019074652,6.270477923471279,4.13126063731254,2.614,MBA
13.2,0.048,146,5169.0,0.0363638719967011,24.15500291552967,12.2205094316694,13.965,TJN
13.5,0.047,209,7998.0,0.0089545725423114,6.96435530968872,11.6905131410459,12.81,TJN
16.6,0.056,74,2677.0,0.3215938854573371,23.87509272857418,5.82708133744122,3.22,OMB
12.6,0.102,445,8808.0,0.0255143543523722,8.297121263811468,11.9027605622654,13.18,TJN
13.5,0.07,939,9268.0,0.0561559777744899,8.57473449554482,5.83494036741166,8.343,OMB
14.5,0.049,766,10626.0,0.1180787778255449,6.143173327638658,5.78022847347152,7.906,OMB
15.2,0.151,477,12020.0,0.1500881854517898,14.26861343320775,4.14483037837057,3.422,MBA
11.8,0.081,760,16332.0,0.0457059581344998,15.75890804670845,12.0186124681214,23.374,TJN
13.6,0.184,1342,17216.0,0.0940740187347677,7.361826570199503,4.71612112444173,6.785,MBA
16.0,0.041,56,4865.0,0.1831572394446452,27.57312546666049,5.79710686874182,4.556,OMB
13.3,0.093,176,6364.0,0.1376062199884889,34.43940302366236,11.8414680850022,10.919,TJN
15.8,0.197,844,8155.0,0.1417138948942154,3.571908943591964,3.51781928251713,1.805,MBA
14.5,0.074,637,8149.0,0.0855083590532048,8.901074513994448,5.35110222480301,7.102,MBA
15.1,0.062,294,5322.0,0.0989126543231834,11.63099139086424,5.7541521522502,5.58,OMB
12.5,0.085,422,6800.0,0.1121369086622124,9.193005655588792,11.7261728784854,15.057,TJN
15.1,0.065,127,6446.0,0.0898213019496918,8.57891640798379,6.73603889122757,5.214,OMB
15.8,0.025,180,5373.0,0.1297719530020239,11.56836001188726,5.88038714884292,5.269,OMB
9.6,0.052,2609,8018.0,0.0888278293093651,8.059069255984722,11.838356834955,63.885,TJN
12.0,0.091,718,10391.0,0.0777807240391703,7.667789818488529,11.8881334137968,19.241,TJN
14.7,0.074,401,6790.0,0.1753014217256504,9.415848973813086,5.70981351881017,7.075,MBA
13.4,0.064,128,6743.0,0.0968420999611207,18.54382432365286,12.1558610108842,10.517,TJN
10.0,0.069,1511,13612.0,0.0160189445539116,16.82551090465762,11.5978314406182,53.1,TJN
13.1,0.04,215,7120.0,0.1061477168749671,22.09357283304089,12.0124809766409,15.282,TJN
11.2,0.051,599,8855.0,0.0532322569485672,20.9154656457537,11.8321307602598,34.0,TJN
12.5,0.13,351,7233.0,0.0493820916470017,12.42081794900271,12.1261013221988,13.393,TJN
12.4,0.114,558,6762.0,0.0176035632356163,5.84241612833993,12.1569006700338,14.939,TJN
15.4,0.062,166,5728.0,0.0855483606953092,17.10046808819026,5.76859180419284,5.328,OMB
12.4,0.103,1668,10901.0,0.0316558945878708,11.65344232389361,6.46791232742948,15.044,OMB
12.2,0.142,637,6818.0,0.0333262424264492,12.74048208165513,11.7622316546856,16.116,TJN
12.5,0.09,309,8434.0,0.0115118957926588,22.78974497287691,12.0513933151229,16.068,TJN
9.2,0.07,1625,12046.0,0.1215057701751584,24.19422605818465,11.9721951396188,76.147,TJN
14.7,0.089,13,1.0,0.040596082334917,10.78430835077789,5.7599270958163,5.106,OMB
9.7,0.057,1393,23567.0,0.0956849691180914,14.70941341586525,11.6066702661323,63.836,TJN
15.9,0.069,415,6713.0,0.1250890426277095,6.901772921666368,4.22476497973583,3.508,MBA
16.3,0.024,141,6617.0,0.151639788236545,7.575319346620346,5.87447006857104,4.115,OMB
10.6,0.147,2681,32806.0,0.0429324908878317,9.023517349991172,5.77082485147162,32.429,OMB
12.7,0.078,330,6434.0,0.0496230468201306,22.84816579042771,11.9293870568619,15.773,TJN
13.3,0.088,1592,9467.0,0.139156194123974,4.367443114204788,5.76811297324745,10.777,OMB
11.8,0.066,920,12045.0,0.1454434791872998,7.196781386463146,11.6488883046981,24.775,TJN
15.5,0.073,264,5283.0,0.1758686933949724,14.8331086770616,4.19492042632716,4.094,MBA
16.9,0.032,11,2.0,0.0808514026577284,10.87130432655043,5.78143269318619,3.074,OMB
16.8,0.154,464,6377.0,0.1892617954117833,4.499545775198484,3.18185328996522,1.55,MBA
15.2,0.096,588,7378.0,0.2944537171558535,12.69679013213347,4.10323702394378,4.285,MBA
13.1,0.038,192,6822.0,0.0501482516515543,16.95434483282827,12.0818669012498,14.157,TJN
14.4,0.05,335,6449.0,0.018283062362187,18.32301484001346,6.71102196735665,8.96,OMB
13.2,0.086,169,8778.0,0.1885196898562779,5.939303661908393,12.0083555885003,9.929,TJN
16.8,0.088,366,6654.0,0.1470542498673026,2.795404841321159,3.54032342608265,2.048,MBA
13.7,0.343,2436,14821.0,0.1979876488966447,6.395780708392152,3.55082313547139,4.612,MBA
15.6,0.058,83,5935.0,0.1320303926917464,7.444135423099532,7.86073980790125,4.605,OMB
9.51,0.04,2925,28988.0,0.2218181184861528,12.49511407657883,7.90341952056553,83.443,OMB
15.0,0.058,219,6216.0,0.0346288022759999,16.6107458743198,5.81775198919927,5.798,OMB
14.1,0.105,817,9099.0,0.1281423641104395,11.171776777031,5.26800098436942,5.169,MBA
9.4,0.087,1381,23958.0,0.0578972219980584,20.1888320862309,12.23321205487,59.568,TJN
15.0,0.042,299,8027.0,0.1629856204719024,27.513567565611,5.73018303772758,7.141,OMB
12.4,0.098,437,6467.0,0.0077999338183722,31.13979692028447,11.7865212108832,16.878,TJN
15.7,0.076,464,21554.0,0.0763009248919938,5.721351293871256,4.96165906710501,3.504,MBA
17.2,0.039,274,8084.0,0.2157929387656227,5.060843539163844,3.60698742080928,2.439,MBA
12.8,0.063,204,8386.0,0.026971761118785,17.37719711637575,12.1694689544338,15.949,TJN
14.7,0.063,416,6272.0,0.0597428560205882,17.97959577254838,5.6915710741368,6.643,MBA
15.8,0.064,150,5332.0,0.2312892665458757,13.64320593351804,5.75568247267905,3.323,OMB
13.2,0.087,1355,13288.0,0.0739567336767246,2.412347191329492,5.87934828758048,11.317,OMB
15.7,0.196,362,8091.0,0.1790776123895712,12.77858843928997,4.23031597286358,2.382,MBA
15.4,0.032,137,8431.0,0.0601258361574757,14.99866992434706,5.75036797710578,5.622,OMB
14.7,0.149,1301,9711.0,0.1825141196940728,7.3178254476232,3.67048928893542,4.334,MBA
12.0,0.129,983,11241.0,0.095099983525283,3.45556288376778,11.62017960992,16.177,TJN
13.4,0.249,1246,8155.0,0.0873651988806493,13.28813598671342,4.17569557013081,5.828,MBA
14.8,0.06,573,8026.0,0.2529236532072383,1.482392567440543,5.89645410750335,6.55,OMB
15.2,0.05,110,5957.0,0.287945687218931,9.891058257224143,7.87217430118932,5.651,OMB
15.6,0.044,167,4462.0,0.1473369630608567,15.30879697666851,5.76121508551632,5.295,OMB
15.2,0.076,13,1.0,0.0207587046773141,16.70155213661767,4.60298652925295,4.41,MBA
14.9,0.07,421,6215.0,0.1837957490316357,26.60136162353592,5.75443137475421,6.336,OMB
14.4,0.173,1540,16844.0,0.1569993067408821,2.958859063251296,3.81386812197665,4.409,MBA
9.28,0.07,1926,41498.0,0.2166670310223168,16.90217580733183,4.43191046420531,70.145,MBA
13.4,0.057,207,8787.0,0.0731323298324975,8.085312231526691,11.8399692403028,12.747,TJN
15.7,0.076,13,1.0,0.1087325372076981,17.35844198702761,4.90651366037718,3.482,MBA
12.2,0.14,402,7638.0,0.0490369047657598,15.88554370454644,11.7198482813313,14.13,TJN
14.5,0.133,631,10377.0,0.081038837056422,10.22456781040122,5.39321576466733,4.187,MBA
16.0,0.432,568,7337.0,0.1541425850383812,7.854825645173237,3.34033091088723,1.398,MBA
11.7,0.136,938,12076.0,0.0588659672249719,13.99208850244305,11.7404937227834,18.934,TJN
16.0,0.034,53,5927.0,0.2098296645079705,1.454132268052267,7.83309348968609,4.351,OMB
14.8,0.052,435,7568.0,0.0149980079657323,12.93678661311138,5.82273238186507,6.707,OMB
15.9,0.071,60,7469.0,0.1423740604523926,16.60363258894905,5.74583751531469,4.547,OMB
12.7,0.113,388,6804.0,0.0409271656994395,8.63084875094076,11.5176791511022,11.95,TJN
12.3,0.11,649,17578.0,0.0027008348226372,4.120905519612836,12.165834849114,15.254,TJN
12.9,0.107,371,8421.0,0.1038033440836501,2.044557774452272,11.9057650407788,11.17,TJN
12.5,0.065,289,6747.0,0.0963366172736277,16.99900772876389,12.1491935302057,14.999,TJN
15.7,0.372,658,9161.0,0.1358065495133973,5.288132959354501,3.65456385574759,1.653,MBA
9.7,0.073,1978,25168.0,0.1655990646681359,22.69317175715465,11.6876240475806,59.295,TJN
14.2,0.048,350,7113.0,0.1617126205943452,8.569292247747377,7.91260249307403,9.219,OMB
14.6,0.056,514,21583.0,0.0750327599598636,20.47202725864447,5.81012271830494,7.413,OMB
12.4,0.113,527,8798.0,0.0729609993348586,1.852401808547075,12.3151096105378,13.698,TJN
11.8,0.065,1742,23464.0,0.1952821615953757,12.38131510293623,7.89286728191604,23.834,OMB
15.5,0.103,226,6150.0,0.1124016467918618,6.025895069642022,5.8067065900379,3.449,OMB
14.9,0.076,235,5290.0,0.124306462368529,17.53699344242024,6.39614339340848,5.79,OMB
12.7,0.067,211,9102.0,0.1363626675132498,25.42114988751852,11.8723203111759,16.954,TJN
12.3,0.131,657,7944.0,0.0414876192957873,1.723640245767691,11.7952955770115,13.334,TJN
12.6,0.067,246,5948.0,0.1739822320845305,20.54098446757732,11.869120046472,16.213,TJN
13.7,0.043,85,6393.0,0.0541331598825318,30.33498131456444,11.9939394249538,11.596,TJN
14.1,0.237,1008,7617.0,0.0555076697487893,22.64377271442711,4.45413299809257,4.135,MBA
12.9,0.071,199,5610.0,0.0523254518286664,13.26290067627746,12.1095114389945,12.568,TJN
11.6,0.054,950,11561.0,0.071030898940928,17.41652716064502,12.023518704915,28.649,TJN
15.7,0.044,204,8134.0,0.0908749247750615,10.57031143352497,5.17883562509529,3.656,MBA
12.8,0.101,237,6402.0,0.0720176877404286,9.189308351555438,11.8103817389208,13.256,TJN
14.8,0.266,999,8036.0,0.1201330622579359,14.01563246841335,4.3670184270531,3.395,MBA
16.4,0.03,97,6183.0,0.0588797678008046,10.53394000619251,5.78121273094358,3.815,OMB
15.1,0.054,628,21265.0,0.0250871576051116,0.0751557789220697,5.78460684281397,5.724,OMB
14.5,0.037,336,7074.0,0.1464953870540844,24.14544704092895,5.79533251663098,8.918,OMB
12.2,0.052,649,8802.0,0.0505206600725436,12.14938622885427,11.8222549642885,19.242,TJN
12.8,0.092,129,7181.0,0.100132524401747,23.83189792857652,11.7802757947623,13.858,TJN
14.9,0.054,216,5438.0,0.2694747096571397,29.49670994212357,5.74591056739318,6.279,OMB
14.2,0.105,1334,6919.0,0.2205863092745086,12.82427265389762,4.23021530670213,6.212,MBA
16.1,0.053,81,3970.0,0.0688334201236561,23.28711410027246,5.77997096747145,3.309,OMB
10.4,0.074,1667,23463.0,0.0591432007824901,19.75059015659121,11.8615817257583,44.546,TJN
13.0,0.088,224,6799.0,0.080623815040858,12.19138538326595,11.8692161046047,10.29,TJN
13.2,0.057,123,5967.0,0.0555779980635431,15.60570087970959,11.9564167324662,15.28,TJN
14.4,0.055,528,7851.0,0.0688712556823718,9.885111793392538,5.75674983769792,8.084,OMB
12.9,0.105,353,6443.0,0.0358715391186241,8.07971580224033,11.9585330261002,11.304,TJN
14.9,0.213,1268,14173.0,0.1918158005291798,1.93808791035295,3.69364895157626,3.16,MBA
13.5,0.242,992,7111.0,0.0980024133441903,11.37310183679801,5.86766427709381,6.193,OMB
14.7,0.057,654,7544.0,0.0720850788944652,5.470047608378434,5.7405645616022,6.668,OMB
14.7,0.067,408,8538.0,0.085212940517281,17.06039368023491,5.72470355031752,5.884,OMB
14.7,0.054,1301,7969.0,0.1176772942153717,3.153293505639046,3.77786753669315,6.511,MBA
13.1,0.051,125,5119.0,0.0386249520108019,25.96101983289498,11.9745606399563,14.091,TJN
13.2,0.05,346,6440.0,0.0349167624297493,15.74218543012656,11.6609283908308,13.578,TJN
15.9,0.062,14,1.0,0.0294254741346048,26.97625376672527,5.08120057258134,3.528,MBA
8.8,0.042,2257,21208.0,0.0890366503232651,20.90163241253543,11.91567299552,112.046,TJN
15.7,0.053,79,4502.0,0.3144677334334133,24.34139870375621,5.62837471053911,4.796,MBA
9.1,0.067,2534,17291.0,0.0691139475489163,1.854787328841819,11.7965072592018,74.267,TJN
14.9,0.208,604,6811.0,0.2002248717473644,13.35921989399512,4.11400436413034,3.197,MBA
14.2,0.551,1380,11595.0,0.0543497601903021,5.67575428996283,3.70153874769816,2.971,MBA
14.4,0.058,239,5938.0,0.1828396702985847,9.833219375587266,7.8783513981355,7.3,OMB
13.7,0.051,1751,17576.0,0.1903345012576429,2.326558498980794,5.42700125700226,9.135,MBA
11.3,0.069,2902,32165.0,0.1655908897108367,1.039256367259307,5.79309613784579,27.795,OMB
12.6,0.119,377,7204.0,0.0807355181920026,8.671237127312137,12.2036770798048,13.339,TJN
13.6,0.082,1037,7626.0,0.3023718892111585,17.82380243731149,5.37863192185236,9.694,MBA
12.0,0.056,557,8442.0,0.0138501987556535,20.28308220450878,11.6613369243914,24.406,TJN
14.6,0.178,1073,21413.0,0.0682181340957986,4.61749537754701,4.60228200609846,3.97,MBA
11.7,0.084,945,10377.0,0.0264756675651955,5.601539603329408,11.918951706415,21.915,TJN
15.3,0.06,337,6180.0,0.0108843248684502,3.392039940782739,5.80953443975557,4.965,OMB
13.9,0.061,850,9387.0,0.1077670131017748,16.4761048564059,5.75669402565812,9.316,OMB
16.0,0.062,127,6322.0,0.1347544092857167,3.827886680852085,5.31554550670011,3.54,MBA
13.3,0.064,1078,8717.0,0.0726884981768145,10.32631109270844,6.56523197551615,12.05,OMB
10.8,0.067,3148,27756.0,0.130169418119496,14.84543583810112,6.30394904661643,37.189,OMB
16.4,0.026,9,1.0,0.2817472591146924,26.62246723977627,5.27302370036046,4.323,MBA
14.0,0.071,1134,8301.0,0.1262391799699023,5.616847161037978,5.78564196644065,7.536,OMB
13.0,0.07,158,5913.0,0.0647878467150209,24.20458473583006,11.8576414877084,14.525,TJN
17.1,0.028,116,5614.0,0.0674642939608009,4.970004385859517,4.52022852349567,2.175,MBA
17.4,0.038,10,1.0,0.2165193791554116,11.30739829520517,5.75910995332787,2.258,OMB
15.7,0.031,196,5755.0,0.091876383497094,6.271606596909302,5.79828898116119,5.472,OMB
15.3,0.039,203,8429.0,0.1553693061093233,14.80768109160955,5.7069561028047,5.841,MBA
11.1,0.088,2066,16422.0,0.1178500798057027,8.206644143720393,7.81950301917759,24.603,OMB
14.9,0.315,1007,7690.0,0.0551244098584971,6.319426610272571,3.59242971904196,2.481,MBA
17.3,0.057,104,7118.0,0.2286101861130295,4.723924056094205,4.23558286096777,1.933,MBA
15.1,0.05,212,5679.0,0.0289852447697698,9.381221813954122,6.31695703830196,6.817,OMB
13.6,0.187,935,7207.0,0.0813420351725904,11.4551766472089,5.80501924933224,6.129,OMB
16.3,0.109,519,9569.0,0.1430446417651806,1.671761376334391,3.72004887987709,1.533,MBA
11.7,0.064,903,15191.0,0.1474578086222883,6.57281065773767,11.7030832192941,25.102,TJN
10.1,0.079,1400,11225.0,0.0454819051475318,25.97018003235019,11.7192556822712,49.528,TJN
14.3,0.057,722,7095.0,0.0467968062642938,8.320513966757291,5.44869252695393,8.437,MBA
12.4,0.089,590,15181.0,0.0753485269677409,8.703928678692359,11.9613831300285,15.422,TJN
13.1,0.076,197,8799.0,0.0584942477522885,12.13429629444741,12.2396561643318,11.045,TJN
16.2,0.043,367,5997.0,0.1818074485351785,5.463648558402268,3.7257315450833,4.062,MBA
15.6,0.349,358,5708.0,0.1876443878866892,15.36703550252173,4.32013491823579,1.872,MBA
15.5,0.3,671,7097.0,0.055669137182844,6.485767149768526,3.71114732148447,2.018,MBA
14.6,0.317,1102,7619.0,0.0412215082431812,12.91880250657916,4.32320917719941,3.413,MBA
14.3,0.049,349,5959.0,0.1804660191846763,7.95907458615789,7.79669451907355,8.329,OMB
13.4,0.09,1075,7590.0,0.0596831493486106,23.12850962972527,5.78016512376084,10.166,OMB
14.3,0.039,82,3573.0,0.0998255562407547,6.746899655592476,12.1443922634058,9.742,TJN
13.8,0.081,1268,10095.0,0.147612501140273,2.338479751035193,5.75037777357036,7.406,OMB
14.7,0.048,404,8452.0,0.1424591961991899,13.22584981106854,5.72807688349684,6.588,OMB
14.4,0.081,654,7530.0,0.1193186485053166,20.44648104106329,5.80067438243214,7.42,OMB
14.5,0.061,844,9891.0,0.051863266149764,8.606642081064658,4.61192315149495,6.783,MBA
16.2,0.073,8,1.0,0.1620384230124203,7.180170496961112,5.81344425744212,2.83,OMB
15.7,0.047,192,8221.0,0.1652259797710373,23.28569492094878,4.16391578445084,4.636,MBA
11.8,0.072,743,11193.0,0.0996258341311884,16.92847105935166,11.6509035533377,23.785,TJN
14.9,0.054,576,7150.0,0.1911902982921723,1.22642465345369,5.73587748889123,5.745,OMB
12.0,0.093,535,7207.0,0.1287715741823375,14.54762104456747,11.8591670111701,19.953,TJN
16.6,0.077,89,3097.0,0.161968396629785,11.33771381713356,5.55230739158229,2.759,MBA
13.8,0.068,143,8363.0,0.0824816057932697,7.004954226366777,12.2020252977483,9.308,TJN
15.3,0.071,651,7068.0,0.0281974638369856,6.746739854507107,4.49620785841587,4.987,MBA
17.5,0.06,85,3510.0,0.2359295406944132,4.98477933082924,3.74444007854964,1.716,MBA
14.7,0.039,537,7087.0,0.1205581473343399,18.14379912830159,5.77464354842744,8.449,OMB
14.7,0.058,523,7173.0,0.116669056184164,18.69409519984778,5.8493165236059,6.974,OMB
14.4,0.083,472,6096.0,0.057975848464511,15.47546893597135,6.26020009740193,6.658,OMB
14.2,0.109,1523,13091.0,0.2593765985099408,7.095468526769427,4.57371648989226,6.957,MBA
14.0,0.146,1617,9039.0,0.0704189068629378,3.419452661095618,4.4474484731231,6.049,MBA
16.6,0.032,26,91.0,0.4736921228071747,11.14089780099115,7.22296150680443,3.549,OMB
16.7,0.034,48,3488.0,0.1363593902865686,22.19292547154196,5.77620437510467,3.314,OMB
16.8,0.069,86,6242.0,0.1712553233002101,10.0462975927295,5.62769869579817,2.647,MBA
15.8,0.236,517,7791.0,0.1383001125079277,10.75125507364902,4.21993548209992,2.075,MBA
14.4,0.058,855,21321.0,0.2110993522243821,2.55509840669011,5.71847942296351,6.638,MBA
14.4,0.063,789,8876.0,0.1727052439492759,1.497961525028525,5.76238074804165,7.302,OMB
15.6,0.013,113,4876.0,0.1519778214845103,20.1897725640043,5.74080373697577,5.35,OMB
16.5,0.059,280,6737.0,0.1826800690639688,5.421801884245604,4.29208055960708,3.005,MBA
14.7,0.082,825,9922.0,0.196352602578905,12.21509989742177,4.42690004655073,5.594,MBA
13.5,0.125,1382,10279.0,0.0794731080760953,9.873391284406797,5.75230906907011,8.232,OMB
14.5,0.085,674,10223.0,0.1114178550025956,2.277576124336058,5.74778437584342,5.732,OMB
15.8,0.033,98,5465.0,0.1869355545105641,1.925131719448013,7.87961079342323,5.288,OMB
14.4,0.342,1444,10545.0,0.1142061487926622,5.542366652807747,3.71439676985451,3.136,MBA
16.2,0.066,344,7620.0,0.2110736260807674,10.42768952053272,4.2874394579001,3.429,MBA
14.6,0.569,1190,10110.0,0.1483756361248882,6.482603298688471,3.63899359001721,2.547,MBA
17.2,0.055,46,3431.0,0.2547881425290052,13.23407734129683,4.23750666590966,1.972,MBA
14.5,0.123,1080,7269.0,0.1663494846347182,10.61862257347134,4.24455039971391,3.966,MBA
14.8,0.287,856,10676.0,0.2427169296794918,22.6031246517261,3.71140296145754,3.124,MBA
12.7,0.366,1795,12979.0,0.2905502193066062,12.26824433264539,4.12869488157511,6.637,MBA
15.1,0.183,404,7202.0,0.0577999028285245,9.408246829369672,5.20161161124803,3.566,MBA
15.0,0.062,164,5658.0,0.0534340534495529,10.84981648185585,6.3827400880488,6.123,OMB
15.7,0.145,296,5338.0,0.2264623016041263,33.70652629794068,4.50117197255439,2.903,MBA
15.4,0.072,320,7652.0,0.1369062931402312,13.63802769538555,5.42570189639199,3.922,MBA
14.6,0.05,219,6770.0,0.1084152805591438,4.087923203257957,7.85685857657111,7.499,OMB
15.3,0.256,793,10242.0,0.1113903928494633,5.695173603534098,3.57251727879729,2.394,MBA
10.5,0.067,1461,11169.0,0.1127771559702443,17.09963723913738,11.9025535081493,42.613,TJN
15.1,0.075,195,7117.0,0.1932517738486848,26.33131264109459,5.59354186564268,5.092,MBA
13.4,0.05,160,5990.0,0.1266223576050169,31.28818891267768,11.7569055200681,10.79,TJN
16.1,0.099,140,3921.0,0.1661523443132631,13.89177595632304,4.30019009843531,2.54,MBA
11.7,0.075,731,10429.0,0.0672944709883673,19.80812387352984,12.2408175955853,23.288,TJN
12.6,0.089,233,5967.0,0.1636677792508936,13.14059933244164,11.9700227776175,14.099,TJN
13.4,0.109,149,6340.0,0.1213309078480007,8.225127440413576,11.9346594408405,10.104,TJN
12.4,0.153,333,13039.0,0.0175196245122826,25.674424172123,11.4922596461715,14.152,TJN
15.6,0.063,620,7660.0,0.1834913911006304,11.13582225972608,4.21216861645381,4.619,MBA
15.2,0.197,905,13327.0,0.0636729929524452,4.638184694335163,4.34213800608011,2.997,MBA
16.5,0.039,105,5741.0,0.1148442669654496,9.888061053717504,5.54617474808669,3.696,MBA
12.7,0.094,295,7963.0,0.1337668467053619,10.05879274485611,11.9858706017173,13.704,TJN
14.8,0.038,507,9735.0,0.1438456545464456,0.1260696740713591,5.84499131944571,6.216,OMB
13.9,0.061,129,8823.0,0.1213914313595781,4.86704309437061,11.9222217476961,8.56,TJN
15.6,0.052,251,5396.0,0.1395213683013963,3.440471223584929,5.75079913832166,4.609,OMB
12.1,0.136,614,12017.0,0.1196585570128951,14.82671174332546,11.8976107679539,17.26,TJN
10.6,0.082,1109,25130.0,0.1120484299311169,30.91188141397502,11.9655555272807,38.583,TJN
14.1,0.163,1374,10464.0,0.0877735553796167,9.701833018936949,4.29496404167923,5.218,MBA
15.6,0.033,192,6125.0,0.1002131399931004,5.530196723224477,6.45630220796446,5.812,OMB
15.9,0.049,19,4.0,0.120494851980847,26.59318525076269,6.34479466902067,3.949,OMB
15.8,0.06,620,6788.0,0.2140721590602641,1.757744168835082,4.35427616824231,4.104,MBA
14.7,0.069,517,7532.0,0.1074745158247077,6.436587282205535,5.84273282542207,6.661,OMB
12.2,0.066,483,8405.0,0.0289402457037898,15.50271598517073,11.7314235932708,19.594,TJN
15.7,0.086,192,4957.0,0.0640288179883295,16.49060104798578,5.53326952798421,3.428,MBA
15.6,0.032,145,3626.0,0.1275481115163618,18.70989231753774,5.75456264780226,4.9,OMB
15.1,0.054,227,6198.0,0.2275554156483532,25.58046761303332,5.73549149787198,6.281,OMB
14.7,0.153,625,9547.0,0.0416449180840475,10.90951743570427,5.2102606044383,4.278,MBA
10.8,0.064,1588,15709.0,0.0572838381664002,9.148802538537248,11.9103730013656,37.98,TJN
14.9,0.044,494,8535.0,0.2189074434843744,10.00601713525564,5.38272258067032,7.281,MBA
11.5,0.056,793,24010.0,0.1177935513629673,22.42655775441442,11.7195916654079,28.168,TJN
14.5,0.162,476,7510.0,0.1693823532767648,20.01919971145016,5.76370559771635,4.564,OMB
13.8,0.271,902,7663.0,0.0729606884187343,16.33511067594352,5.49967105748158,4.865,MBA
15.1,0.027,164,5316.0,0.0484846512418043,12.98312008982357,5.79723465553342,4.613,OMB
11.5,0.107,1063,11251.0,0.0645638713463961,4.915012919799739,11.7019159532983,21.3,TJN
12.3,0.085,720,11195.0,0.0876815371053421,11.72879984609599,11.8700215659044,17.291,TJN
